Job_Title,Company_Name,Ratings,Location,Salary_Estimates,Company_Size,Founding_Year,Type,Industry,Sector,Revenue
"Data Analyst (Kafka, API)",ITI Data,4.0,Hyderābād,₹4L - ₹6L (Glassdoor Est.),201 to 500 Employees,1999,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
FBT Data Operations - Document Control & Engineering Data Analyst,BP Energy,3.9,Pune,₹6L - ₹7L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Business system owner Order management – Senior Analyst,Sanofi EU,4.0,Hyderābād,₹8L - ₹10L (Glassdoor Est.),10000+ Employees,1973,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)
Vendor Master Data Management Analyst,Sanofi EU,4.0,Hyderābād,₹6L - ₹10L (Glassdoor Est.),10000+ Employees,1973,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)
Global Planning Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Global Planning Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
FP&A Analytics & Digitization Senior Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Systems and Performance Insights Analyst - TSI,BP Energy,3.9,Pune,₹5L - ₹8L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Risk Assurance - Senior Analyst,Sanofi EU,4.0,Hyderābād,₹3L - ₹7L (Glassdoor Est.),10000+ Employees,1973,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)
Senior Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
FP&A Analytics & Digitization Solutions Senior Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
FP&A Analytics & Digitization Solution delivery project Senior Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Asset & Wealth Management Operations - Ops Product Data - Analyst - Hyderabad,Goldman Sachs,3.8,Hyderābād,₹8L - ₹10L (Glassdoor Est.),10000+ Employees,1869,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD)
Benchmarking Analyst - TSI,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Technology &Transformation | EAD Engineering | Data Analyst,Deloitte,4.0,Bengaluru,₹6L - ₹9L (Glassdoor Est.),10000+ Employees,1850,Company - Private,Business consulting,Management and consulting,Unknown / Non-Applicable
Senior AR Analyst,BP Energy,3.9,Pune,₹6L - ₹7L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
FP&A O&G Data Modelling Senior Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Associate Analyst - Data Solutions,Altus Group,3.6,Telangana,₹4L - ₹10L (Employer Est.),1001 to 5000 Employees,2005,Company - Public,Real estate,Real estate,$100 to $500 million (USD)
Data Analyst,DAZN,2.9,Hyderābād,₹8L - ₹10L (Glassdoor Est.),1001 to 5000 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Data Analyst,L&T Technology Services Limited.,3.4,Vadodara,₹4L - ₹6L (Glassdoor Est.),10000+ Employees,2014,Company - Public,Information Technology Support Services,Information Technology,$500 million to $1 billion (USD)
Data Analyst - Offshore,Quest Global,3.7,Bengaluru,₹7L - ₹9L (Glassdoor Est.),10000+ Employees,1997,Company - Private,Information Technology Support Services,Information Technology,$500 million to $1 billion (USD)
"Analyst - Model Risk Management, Model Validation",BlackRock Investments,3.9,Gurgaon,₹6L - ₹9L (Glassdoor Est.),10000+ Employees,1988,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD)
Junior Business Analyst - Asset Management Risk Controls,Delta Capita,3.3,Hyderābād,₹7L - ₹10L (Glassdoor Est.),501 to 1000 Employees,2012,Company - Private,Investment & Asset Management,Finance,$25 to $50 million (USD)
Data Analyst,HNM Solutions,4.3,Pune,₹3L - ₹6L (Glassdoor Est.),51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
FBT Data Operations - Document Control & Engineering Data Analyst,BP Energy,3.9,Pune,₹6L - ₹7L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Senior Analyst - Logistics AU,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Performance Analyst - TSI,BP Energy,3.9,Pune,₹5L - ₹12L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
"Benefits Analyst, Total Rewards",Kimberly-Clark,4.0,Pune,₹3L - ₹8L (Glassdoor Est.),10000+ Employees,1872,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD)
Senior Credit Risk Analyst,BP Energy,3.9,Pune,₹4L - ₹7L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
FP&A Analytics & Digitization Sustain Senior Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Supply Chain Transformation - Performance Analyst,BP Energy,3.9,Pune,₹5L - ₹12L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Associate Data Analyst,Optum,3.5,Hyderābād,₹2L - ₹10L (Glassdoor Est.),10000+ Employees,--,Company - Public,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD)
Data Analyst,Autodesk,4.2,Bengaluru,₹1L (Glassdoor Est.),10000+ Employees,1982,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD)
"Sustainability Analyst, Data and Reporting",JLL,3.8,Bengaluru,₹6L - ₹8L (Glassdoor Est.),10000+ Employees,--,Company - Public,Real estate,Real estate,$5 to $10 billion (USD)
Data Analyst / PMS Analyst,JiBe ERP,3.6,Navi Mumbai,₹4L - ₹8L (Glassdoor Est.),201 to 500 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Aladdin Financial Engineering Quantitative Research Associate,BlackRock Investments,3.9,Gurgaon,₹5L - ₹7L (Glassdoor Est.),10000+ Employees,1988,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD)
Data Analyst,PradeepIT Consulting Services,4.6,Pune,₹3L - ₹6L (Glassdoor Est.),51 to 200 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
Data Operations Analyst,BP Energy,3.9,Pune,₹5L - ₹8L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
"Category Management Analyst, Center of Store",BP Energy,3.9,Pune,₹7L - ₹12L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Senior Analyst - Logistics NZ,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
FP&A Business Performance Senior Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Business Analyst (Entry Level),Kennect,4.5,Mumbai,₹5L - ₹6L (Glassdoor Est.),51 to 200 Employees,2017,Company - Private,Software Development,Information Technology,Less than $1 million (USD)
Data Analyst,Capgemini Engineering,3.5,Bengaluru,₹2L - ₹3L (Glassdoor Est.),10000+ Employees,1967,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)
Market Data Operations Analyst,"Intercontinental Exchange Holdings, Inc.",3.4,Hyderābād,₹8L - ₹9L (Glassdoor Est.),5001 to 10000 Employees,2000,Company - Public,Stock Exchanges,Finance,$5 to $10 billion (USD)
Data Analyst,Optum,3.5,Hyderābād,₹2L - ₹10L (Glassdoor Est.),10000+ Employees,--,Company - Public,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD)
Data Analyst,"Intercontinental Exchange Holdings, Inc.",3.4,Hyderābād,₹5L - ₹6L (Glassdoor Est.),5001 to 10000 Employees,2000,Company - Public,Stock Exchanges,Finance,$5 to $10 billion (USD)
Junior Data Analyst (F),coolboots,2.6,Gurgaon,₹4L - ₹8L (Glassdoor Est.),51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Analyst-Data Analytics,Amex,4.1,Gurgaon,₹4L - ₹8L (Glassdoor Est.),10000+ Employees,1850,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD)
Market Research Data Analyst,Robas Research,3.7,Bengaluru,₹6L - ₹8L (Glassdoor Est.),1 to 50 Employees,2012,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Analyst,Godaam Innovations,4.0,Nashik,₹4L - ₹8L (Glassdoor Est.),1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Financial Analyst 1,Hewlett Packard,4.0,Bengaluru,₹6L - ₹7L (Glassdoor Est.),10000+ Employees,1939,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Data Analyst - GCSS,Whatfix,3.6,Bengaluru,₹5L - ₹9L (Glassdoor Est.),501 to 1000 Employees,2013,Company - Private,Internet & Web Services,Information Technology,$25 to $50 million (USD)
Junior Risk Analyst,Invesco,3.8,Hyderābād,₹4L - ₹7L (Glassdoor Est.),5001 to 10000 Employees,1935,Company - Public,Investment & Asset Management,Finance,Unknown / Non-Applicable
Data Analysis,Leventm Technologies,5.0,Bengaluru,₹3L - ₹7L (Glassdoor Est.),1 to 50 Employees,2018,Company - Private,Information Technology Support Services,Information Technology,Less than $1 million (USD)
FBT Data Operations - Document Control & Engineering Data Analyst,BP Energy,3.9,Pune,₹6L - ₹7L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Senior Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Benchmarking Analyst - TSI,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Supply Chain Transformation - Performance Analyst,BP Energy,3.9,Pune,₹5L - ₹12L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Solution Design Analyst – Demand and Supply Planning (Kinaxis Maestro),BP Energy,3.9,Pune,₹5L - ₹8L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
"Scaled Abuse Analyst, Trust & Safety, YouTube",YouTube,4.4,Hyderābād,₹1L - ₹2L (Glassdoor Est.),1001 to 5000 Employees,2005,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Data Analyst,Nineleaps,4.0,Bengaluru,₹6L - ₹9L (Glassdoor Est.),201 to 500 Employees,2014,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Research Analyst,Morningstar,4.0,Navi Mumbai,₹4L - ₹6L (Glassdoor Est.),10000+ Employees,1984,Company - Public,Research and development,Management and consulting,$2 to $5 billion (USD)
Junior Data Analyst (PGDM Finance Freshers),Institutional Shareholder Services,3.5,Mumbai,₹5L - ₹7L (Glassdoor Est.),1001 to 5000 Employees,1985,Unknown,Research and development,Management and consulting,$25 to $50 million (USD)
DATA ANALYST (FINANCE),Headphone Zone,2.5,Mumbai,₹4L - ₹8L (Glassdoor Est.),51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Data Analyst,ScopeHR Services,5.0,India,₹2L - ₹10L (Employer Est.),1 to 50 Employees,2012,Private Practice / Firm,HR Consulting,Human resources and staffing,Unknown / Non-Applicable
Data Analyst (Tableau),SailPoint,4.6,Pune,₹4L - ₹6L (Glassdoor Est.),1001 to 5000 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Data Analyst/Power BI,SourceMash Technologies,3.3,Mohali,₹4L - ₹8L (Glassdoor Est.),51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Data Visualization Analyst,Linesight,4.0,Mumbai,₹4L - ₹7L (Glassdoor Est.),501 to 1000 Employees,1974,Company - Private,Business consulting,Management and consulting,Unknown / Non-Applicable
"Client Reporting Production CX, Analyst",BlackRock Investments,3.9,Mumbai,₹7L - ₹9L (Glassdoor Est.),10000+ Employees,1988,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD)
Business Analyst - Logistics Analyst,Genpact,3.9,Hyderābād,₹4L - ₹8L (Glassdoor Est.),10000+ Employees,1997,Company - Public,Information Technology Support Services,Information Technology,$2 to $5 billion (USD)
Business Analyst,Cleartax,3.6,Bengaluru,₹8L - ₹9L (Glassdoor Est.),1001 to 5000 Employees,2011,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Fresher 2024 | Business Analyst,Propel Technology Group,4.4,Chennai,₹8L - ₹9L (Glassdoor Est.),51 to 200 Employees,--,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Senior Analyst - Logistics AU,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
"Category Management Analyst, Foodservice and Beverage",BP Energy,3.9,Pune,₹7L - ₹12L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Senior AR Analyst,BP Energy,3.9,Pune,₹6L - ₹7L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Systems and Performance Insights Analyst - TSI,BP Energy,3.9,Pune,₹5L - ₹8L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Risk Assurance - Senior Analyst,Sanofi EU,4.0,Hyderābād,₹3L - ₹7L (Glassdoor Est.),10000+ Employees,1973,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)
FP&A Control Senior Analyst Oil & Gas,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
FP&A Cost Performance Sr Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
FP&A O&G Data Modelling Senior Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Analyst EDC Data Acquisition Expert - Mumbai/Bangalore/Hyderabad,Johnson & Johnson,4.1,Mumbai,₹3L - ₹10L (Glassdoor Est.),10000+ Employees,1887,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)
Data Analyst,Cindrebay School of Design,4.3,Cannanore,₹4L - ₹8L (Glassdoor Est.),Unknown,--,Company - Public,--,--,Unknown / Non-Applicable
Global Planning Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
FBT Data Operations - Document Control & Engineering Data Senior Analyst,BP Energy,3.9,Pune,₹3L - ₹5L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Inventory Analyst,BP Energy,3.9,Pune,₹3L - ₹8L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Senior Credit Risk Analyst,BP Energy,3.9,Pune,₹4L - ₹7L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Business Analyst - L2,Wipro Limited,3.6,Hyderābād,₹4L - ₹8L (Glassdoor Est.),10000+ Employees,1945,Company - Public,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
AM/DM -Data Analyst,Maruti Suzuki India Ltd,3.8,Gurgaon,₹2L - ₹4L (Glassdoor Est.),10000+ Employees,--,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
Data Analyst,Proziod,3.6,Bengaluru,₹3L - ₹4L (Employer Est.),1 to 50 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Less than $1 million (USD)
"Analyst, Business Delivery",Alter Domus,3.4,Hyderābād,₹6L - ₹8L (Glassdoor Est.),5001 to 10000 Employees,2003,Company - Private,Accounting & Tax,Finance,Unknown / Non-Applicable
ISC -C-BOM Data Analyst,ALSTOM,3.8,Bengaluru,₹5L - ₹6L (Glassdoor Est.),10000+ Employees,1928,Company - Public,Rail Transportation,Transportation and logistics,$5 to $10 billion (USD)
Data Analyst,Matangi Industries,5.0,Ahmedabad,₹4L (Employer Est.),51 to 200 Employees,--,Company - Public,--,--,Unknown / Non-Applicable
"Analyst II, Global Financial Data Operations",Kroll,3.5,Hyderābād,₹5L - ₹8L (Glassdoor Est.),5001 to 10000 Employees,1932,Company - Private,Financial Transaction Processing,Finance,$2 to $5 billion (USD)
Data Analyst I,Tekion,3.5,Bengaluru,₹6L - ₹8L (Glassdoor Est.),1001 to 5000 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Client Data Analyst,JPMorganChase,4.1,Bengaluru,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
Benchmarking Analyst - TSI,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
FP&A Analytics & Digitization Sustain Senior Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
"Data Analyst - Power BI, Python and Alteryx",Optum,3.5,Hyderābād,₹2L - ₹10L (Glassdoor Est.),10000+ Employees,--,Company - Public,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD)
Business Analyst(Contract),Wipro Limited,3.6,Bengaluru,₹3L - ₹8L (Glassdoor Est.),10000+ Employees,1945,Company - Public,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
Reporting and Analytics Analyst,S&P Global,4.1,Gurgaon,₹4L - ₹7L (Glassdoor Est.),10000+ Employees,1860,Company - Public,Research and development,Management and consulting,$10+ billion (USD)
Python Data Analyst,MSCI Inc,4.1,Mumbai,₹7L - ₹8L (Glassdoor Est.),1001 to 5000 Employees,1969,Company - Public,Investment & Asset Management,Finance,$2 to $5 billion (USD)
Data Analyst,Hexanika,3.4,Pune,₹3L - ₹6L (Glassdoor Est.),1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Data Analyst,Sanjay Hyundai,4.3,India,₹15T - ₹25T (Employer Est.),1 to 50 Employees,1954,Company - Private,Motor Vehicle Dealers,Retail and wholesale,Unknown / Non-Applicable
"System Analyst I, EU Compliance",ADCI HYD 13 SEZ,3.6,Hyderābād,₹3L - ₹9L (Glassdoor Est.),10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
DATA ANALYST,Gemini Exports,3.9,Mumbai,₹4L - ₹8L (Glassdoor Est.),1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Procurement Analyst,Altus Group,3.6,Telangana,₹6L - ₹15L (Employer Est.),1001 to 5000 Employees,2005,Company - Public,Real estate,Real estate,$100 to $500 million (USD)
Data Analyst,Prodapt,3.6,Chennai,₹8L - ₹10L (Glassdoor Est.),51 to 200 Employees,--,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD)
Data/Research Analyst,PCDS Infotech,5.0,Mumbai,₹5L - ₹8L (Glassdoor Est.),51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Data Analyst 3 (Hyderabad),Hyland Software,3.6,Hyderābād,₹5L - ₹8L (Glassdoor Est.),1001 to 5000 Employees,1991,Company - Private,Software Development,Information Technology,$500 million to $1 billion (USD)
Workforce Planning Analyst - IEX,Optum,3.5,Gurgaon,₹5L - ₹9L (Glassdoor Est.),10000+ Employees,--,Company - Public,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD)
FBT Data Operations - Document Control & Engineering Data Senior Analyst,BP Energy,3.9,Pune,₹3L - ₹5L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Systems and Performance Insights Analyst - TSI,BP Energy,3.9,Pune,₹5L - ₹8L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Senior AR Analyst,BP Energy,3.9,Pune,₹6L - ₹7L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Senior Credit Risk Analyst,BP Energy,3.9,Pune,₹4L - ₹7L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
FP&A Cost Performance Sr Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
FP&A O&G Data Modelling Senior Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Data Analyst,altbalaji,2.7,Mumbai,₹4L - ₹8L (Glassdoor Est.),51 to 200 Employees,--,Company - Public,--,--,Unknown / Non-Applicable
Business Analyst,IntouchCX,3.2,Hyderābād,₹7L - ₹8L (Glassdoor Est.),10000+ Employees,2000,Company - Private,Business consulting,Management and consulting,$100 to $500 million (USD)
Internal Audit-Hyderabad-Analyst-Data Analytics,Goldman Sachs,3.8,Hyderābād,₹8L - ₹10L (Glassdoor Est.),10000+ Employees,1869,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD)
Risk-Analyst-Data Assurance- Analytics & Reporting,Goldman Sachs,3.8,Bengaluru,₹2L - ₹10L (Glassdoor Est.),10000+ Employees,1869,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD)
Associate Healthcare Research & Data Analyst,Clarivate,3.6,Noida,₹6L - ₹8L (Glassdoor Est.),10000+ Employees,2016,Company - Public,Information Technology Support Services,Information Technology,$2 to $5 billion (USD)
Data Analyst,Orbit & Skyline,4.0,Mohali,₹3L - ₹7L (Glassdoor Est.),201 to 500 Employees,2009,Company - Private,Architectural & Engineering Services,"Construction, repair and maintenance",Unknown / Non-Applicable
Data Analyst,Hashtag Infosystem,3.4,India,₹20T - ₹30T (Employer Est.),51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Client Data Analyst (ECM Alpha),ION,3.3,Mumbai,₹6L - ₹8L (Glassdoor Est.),Unknown,--,Unknown,Architectural & Engineering Services,"Construction, repair and maintenance",Unknown / Non-Applicable
Global Planning Analyst,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Senior Analyst - Logistics AU,BP Energy,3.9,Pune,₹7L - ₹10L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Supply Chain Transformation - Performance Analyst,BP Energy,3.9,Pune,₹5L - ₹12L (Glassdoor Est.),10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)
Reporting Analyst,TTEC,3.3,Hyderābād,₹3L - ₹4L (Glassdoor Est.),10000+ Employees,1982,Company - Public,HR Consulting,Human resources and staffing,$2 to $5 billion (USD)
Data Analyst,"Intercontinental Exchange Holdings, Inc.",3.4,Pune,₹6L - ₹8L (Glassdoor Est.),5001 to 10000 Employees,2000,Company - Public,Stock Exchanges,Finance,$5 to $10 billion (USD)
Pricing Analyst (Freelance Contractor),Danby Appliances,3.3,Remote,₹516.00 - ₹682.00 Per hour (Employer Est.),201 to 500 Employees,1947,Company - Private,Consumer Product Manufacturing,Manufacturing,$25 to $50 million (USD)
Business Analyst-ARD RETAIL-ARD Retail Portfolio,Kotak Mahindra,3.5,Mumbai,₹5L - ₹8L (Glassdoor Est.),10000+ Employees,1985,Company - Public,Banking & Lending,Finance,$2 to $5 billion (USD)
Specialist - Data Analyst,Loyalytics Consulting,3.8,Bengaluru,₹8L - ₹10L (Glassdoor Est.),51 to 200 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Business Data Analyst,Coolberg Beverages,2.6,Mumbai,₹5L - ₹6L (Employer Est.),201 to 500 Employees,2016,Company - Private,Food & Beverage Manufacturing,Manufacturing,$5 to $25 million (USD)
Data Analyst,Kennect,4.5,Mumbai,₹5L - ₹7L (Glassdoor Est.),51 to 200 Employees,2017,Company - Private,Software Development,Information Technology,Less than $1 million (USD)
"Data Analyst / BI Engineer, Business Intelligence",Snowflake,3.9,Pune,₹5L - ₹9L (Glassdoor Est.),5001 to 10000 Employees,2012,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
Data Analyst,EisnerAmper LLP,3.8,Mumbai,₹5L - ₹8L (Glassdoor Est.),1001 to 5000 Employees,1963,Company - Private,Accounting & Tax,Finance,$500 million to $1 billion (USD)
Asset & Wealth Management Operations - Reporting & Analytics - Analyst - Bengaluru,Goldman Sachs,3.8,Bengaluru,₹4L - ₹6L (Glassdoor Est.),10000+ Employees,1869,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD)
Asset & Wealth Management Operations - Deposit Fraud - Analyst - Hyderabad,Goldman Sachs,3.8,Hyderābād,₹6L - ₹7L (Glassdoor Est.),10000+ Employees,1869,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD)
Flight Data Analyst,"AMETEK, Inc.",3.5,Bengaluru,₹10L - ₹12L (Glassdoor Est.),10000+ Employees,1930,Company - Public,Electronics Manufacturing,Manufacturing,$5 to $10 billion (USD)
